gen,1.0
new,0.9380281690140845
regiment,0.7323943661971831
news,0.7323943661971831
movements,0.7098591549295775
military,0.5746478873239437
war,0.5633802816901409
rebels,0.5633802816901409
rebel,0.4507042253521127
battle,0.428169014084507
missouri,0.4253521126760563
affairs,0.4169014084507042
col,0.4169014084507042
important,0.4028169014084507
rebellion,0.3492957746478873
city,0.3464788732394366
troops,0.3352112676056338
washington,0.3352112676056338
army,0.3295774647887324
reports,0.323943661971831
state,0.323943661971831
southern,0.3154929577464789
york,0.3126760563380282
new york,0.30140845070422534
general,0.29577464788732394
virginia,0.28450704225352114
zouaves,0.2676056338028169
military movements,0.2591549295774648
union,0.2563380281690141
run,0.2535211267605634
arrival,0.2507042253521127
states,0.23661971830985915
office,0.23098591549295774
bull,0.22253521126760564
blockade,0.21971830985915494
great,0.21971830985915494
united,0.21971830985915494
bull run,0.21690140845070421
report,0.2140845070422535
american,0.2112676056338028
arrest,0.2056338028169014
united states,0.2028169014084507
rifles,0.2028169014084507
prisoners,0.2028169014084507
court,0.2
philadelphia,0.19718309859154928
local,0.19436619718309858
naval,0.19436619718309858
western,0.18873239436619718
letter,0.18591549295774648
