pub_date,main_headline,article_url,classification
2017-01-01T00:29:45+0000,Alabama Bulls Its Way Past Washington to Reach Title Game,https://www.nytimes.com/2016/12/31/sports/ncaafootball/alabama-washington-peach-bowl-college-playoff.html,0
2017-01-01T00:48:48+0000,Istanbul Nightclub Attack,https://www.nytimes.com/slideshow/2016/12/31/world/istanbul-nightclub-attack.html,0
2017-01-01T01:29:34+0000,"Allan Williams, First Manager of the Beatles, Dies at 86",https://www.nytimes.com/2016/12/31/arts/music/allan-williams-dead-beatles-manager.html,0
2017-01-01T02:32:59+0000,Quotation of the Day,https://www.nytimes.com/2016/12/31/todayspaper/quote-of-the-day.html,0
2017-01-01T03:24:24+0000,Recent Terrorist Attacks in Turkey,https://www.nytimes.com/interactive/2016/12/31/world/europe/turkey-recent-attacks.html,0
2017-01-01T04:13:20+0000,Trump Promises a Revelation on Hacking,https://www.nytimes.com/2016/12/31/us/politics/donald-trump-russia-hacking.html,0
2017-01-01T04:15:48+0000,Clemson Pounds Ohio State to Set Up a Rematch With Alabama,https://www.nytimes.com/2016/12/31/sports/ncaafootball/clemson-ohio-state-fiesta-bowl.html,0
2017-01-01T04:22:45+0000,James Harden Scores 53 as Knicks Drop 4th in a Row,https://www.nytimes.com/2016/12/31/sports/basketball/houston-rockets-new-york-knicks-james-harden.html,0
2017-01-01T04:41:42+0000,Blue Jackets Beat Wild in a Game Someone Had to Lose,https://www.nytimes.com/2016/12/31/sports/columbus-blue-jackets-beat-minnesota-wild.html,0
2017-01-01T05:01:02+0000,A Year That Can Never Be Taken From Cleveland,https://www.nytimes.com/2017/01/01/sports/a-year-that-can-never-be-taken-from-cleveland.html,0
2017-01-01T05:05:00+0000,"Marguerite Sivon, Gregory Allen",https://www.nytimes.com/2017/01/01/fashion/weddings/marguerite-sivon-gregory-allen.html,0
2017-01-01T05:05:00+0000,"Richie Lin, Neil Glaser",https://www.nytimes.com/2017/01/01/fashion/weddings/richie-lin-neil-glaser.html,0
2017-01-01T05:05:00+0000,"Marissa Brown, Colin McGreal",https://www.nytimes.com/2017/01/01/fashion/weddings/marissa-brown-colin-mcgreal.html,0
2017-01-01T05:05:00+0000,"Jayme Tauber, Matthew Meisel",https://www.nytimes.com/2017/01/01/fashion/weddings/jayme-tauber-matthew-meisel.html,0
2017-01-01T05:05:00+0000,"Amy Koppe, John Murtagh",https://www.nytimes.com/2017/01/01/fashion/weddings/amy-koppe-john-murtagh.html,0
